
running 212 tests
test algorithms::global::test::test_global_algorithm_general_04 ... ignored
test algorithms::global::test::test_global_algorithm_general_05 ... ignored
test algorithms::global::test::test_global_algorithm_general_06 ... ignored
test algorithms::global::test::test_global_algorithm_general_07 ... ignored
test algorithms::global::test::test_global_algorithm_general_08 ... ignored
test algorithms::global::test::test_global_algorithm_negation_01 ... ignored
test algorithms::global::test::test_global_algorithm_negation_02 ... ignored
test algorithms::global::test::test_global_algorithm_negation_03 ... ignored
test algorithms::global::test::test_global_algorithm_negation_04 ... ignored
test algorithms::global::test::test_global_algorithm_negation_05 ... ignored
test algorithms::global::test::test_global_algorithm_negation_to_undecided_01 ... ignored
test algorithms::global::test::test_global_algorithm_no_successors ... ignored
test algorithms::solve_set::test::test_mss_avoid_double_counting_01 ... ignored
test algorithms::solve_set::test::test_mss_avoid_double_counting_02 ... ignored
test algorithms::solve_set::test::test_mss_basic_01 ... ignored
test algorithms::solve_set::test::test_mss_basic_02 ... ignored
test algorithms::solve_set::test::test_mss_basic_03 ... ignored
test algorithms::solve_set::test::test_mss_basic_04 ... ignored
test algorithms::solve_set::test::test_mss_basic_05 ... ignored
test algorithms::solve_set::test::test_mss_basic_06 ... ignored
test algorithms::solve_set::test::test_mss_basic_07 ... ignored
test algorithms::solve_set::test::test_mss_basic_08 ... ignored
test algorithms::solve_set::test::test_mss_basic_09 ... ignored
test algorithms::solve_set::test::test_mss_basic_10 ... ignored
test algorithms::solve_set::test::test_mss_basic_11 ... ignored
test algorithms::solve_set::test::test_mss_basic_12 ... ignored
test algorithms::solve_set::test::test_mss_uncertainty_01 ... ignored
test algorithms::solve_set::test::test_mss_uncertainty_02 ... ignored
test algorithms::solve_set::test::test_mss_uncertainty_03 ... ignored
test algorithms::solve_set::test::test_mss_uncertainty_04 ... ignored
test algorithms::solve_set::test::test_mss_uncertainty_05 ... ignored
test atl::parser::test::and_1 ... ignored
test atl::parser::test::and_2 ... ignored
test atl::parser::test::and_3 ... ignored
test atl::parser::test::bool_false_lower ... ignored
test atl::parser::test::bool_false_upper ... ignored
test atl::parser::test::bool_true_lower ... ignored
test atl::parser::test::bool_true_upper ... ignored
test atl::parser::test::despite_eventually_1 ... ignored
test atl::parser::test::despite_eventually_2 ... ignored
test atl::parser::test::despite_invariant_1 ... ignored
test atl::parser::test::despite_invariant_2 ... ignored
test atl::parser::test::despite_next_1 ... ignored
test atl::parser::test::despite_next_2 ... ignored
test atl::parser::test::despite_players_1 ... ignored
test atl::parser::test::despite_players_2 ... ignored
test atl::parser::test::despite_players_3 ... ignored
test atl::parser::test::despite_players_4 ... ignored
test atl::parser::test::despite_players_5 ... ignored
test atl::parser::test::despite_until_1 ... ignored
test atl::parser::test::despite_until_2 ... ignored
test atl::parser::test::enforce_eventually_1 ... ignored
test atl::parser::test::enforce_eventually_2 ... ignored
test atl::parser::test::enforce_invariant_1 ... ignored
test atl::parser::test::enforce_invariant_2 ... ignored
test atl::parser::test::enforce_next_1 ... ignored
test atl::parser::test::enforce_next_2 ... ignored
test atl::parser::test::enforce_players_1 ... ignored
test atl::parser::test::enforce_players_2 ... ignored
test atl::parser::test::enforce_players_3 ... ignored
test atl::parser::test::enforce_players_4 ... ignored
test atl::parser::test::enforce_players_5 ... ignored
test atl::parser::test::enforce_until_1 ... ignored
test atl::parser::test::enforce_until_2 ... ignored
test atl::parser::test::eventually_1 ... ignored
test atl::parser::test::eventually_2 ... ignored
test atl::parser::test::invariant_1 ... ignored
test atl::parser::test::invariant_2 ... ignored
test atl::parser::test::next_1 ... ignored
test atl::parser::test::next_2 ... ignored
test atl::parser::test::not_1 ... ignored
test atl::parser::test::not_2 ... ignored
test atl::parser::test::or_1 ... ignored
test atl::parser::test::or_2 ... ignored
test atl::parser::test::or_3 ... ignored
test atl::parser::test::paren_1 ... ignored
test atl::parser::test::proposition_1 ... ignored
test atl::parser::test::proposition_2 ... ignored
test atl::parser::test::proposition_3 ... ignored
test atl::parser::test::test_and_or_precedence_01 ... ignored
test atl::parser::test::test_atl_lcgs_01 ... ignored
test atl::parser::test::test_atl_lcgs_02 ... ignored
test atl::parser::test::test_atl_lcgs_03 ... ignored
test atl::parser::test::test_atl_lcgs_04 ... ignored
test atl::parser::test::test_phi_01 ... ignored
test atl::parser::test::until_1 ... ignored
test atl::parser::test::until_2 ... ignored
test atl::test::test_display_01 ... ignored
test edg::atledg::pmoves::test::delta_iterator_01 ... ignored
test edg::atledg::pmoves::test::partial_move_iterator_01 ... ignored
test edg::atledg::pmoves::test::vars_iterator_01 ... ignored
test edg::atledg::pmoves::test::vars_iterator_02 ... ignored
test edg::atledg::pmoves::test::vars_iterator_03 ... ignored
test game_structure::lcgs::ir::eval::test::test_max ... ignored
test game_structure::lcgs::ir::eval::test::test_min ... ignored
test game_structure::lcgs::ir::intermediate::test::test_initial_state_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_initial_state_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_labels_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_labels_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_labels_03 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_move_count_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_negation_const_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_players_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_relabeling_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_relabeling_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_relabeling_03 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_state_translation_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_state_translation_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_state_translation_03 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_state_translation_04 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_state_translation_05 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_symbol_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_symbol_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_transition_01 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_transition_02 ... ignored
test game_structure::lcgs::ir::intermediate::test::test_transition_03 ... ignored
test game_structure::lcgs::ir::relabeling::test::test_relabeling_expr_01 ... ignored
test game_structure::lcgs::ir::relabeling::test::test_relabeling_expr_02 ... ignored
test game_structure::lcgs::ir::relabeling::test::test_relabeling_expr_03 ... ignored
test game_structure::lcgs::ir::relabeling::test::test_relabeling_label_01 ... ignored
test game_structure::lcgs::parse::tests::test_add_01 ... ignored
test game_structure::lcgs::parse::tests::test_add_02 ... ignored
test game_structure::lcgs::parse::tests::test_add_mul_precedence_01 ... ignored
test game_structure::lcgs::parse::tests::test_add_mul_precedence_02 ... ignored
test game_structure::lcgs::parse::tests::test_comment_01 ... ignored
test game_structure::lcgs::parse::tests::test_comment_02 ... ignored
test game_structure::lcgs::parse::tests::test_comment_03 ... ignored
test game_structure::lcgs::parse::tests::test_comment_04 ... ignored
test game_structure::lcgs::parse::tests::test_comment_05 ... ignored
test game_structure::lcgs::parse::tests::test_const_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_const_decl_02 ... ignored
test game_structure::lcgs::parse::tests::test_div_01 ... ignored
test game_structure::lcgs::parse::tests::test_ident_01 ... ignored
test game_structure::lcgs::parse::tests::test_ident_02 ... ignored
test game_structure::lcgs::parse::tests::test_ident_03 ... ignored
test game_structure::lcgs::parse::tests::test_label_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_max_01 ... ignored
test game_structure::lcgs::parse::tests::test_max_02 ... ignored
test game_structure::lcgs::parse::tests::test_max_03 ... ignored
test game_structure::lcgs::parse::tests::test_max_04 ... ignored
test game_structure::lcgs::parse::tests::test_min_01 ... ignored
test game_structure::lcgs::parse::tests::test_min_02 ... ignored
test game_structure::lcgs::parse::tests::test_min_03 ... ignored
test game_structure::lcgs::parse::tests::test_min_04 ... ignored
test game_structure::lcgs::parse::tests::test_mul_01 ... ignored
test game_structure::lcgs::parse::tests::test_mul_02 ... ignored
test game_structure::lcgs::parse::tests::test_neg_01 ... ignored
test game_structure::lcgs::parse::tests::test_neg_02 ... ignored
test game_structure::lcgs::parse::tests::test_par_01 ... ignored
test game_structure::lcgs::parse::tests::test_player_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_player_decl_02 ... ignored
test game_structure::lcgs::parse::tests::test_precedence_01 ... ignored
test game_structure::lcgs::parse::tests::test_precedence_02 ... ignored
test game_structure::lcgs::parse::tests::test_relabelling_01 ... ignored
test game_structure::lcgs::parse::tests::test_relabelling_02 ... ignored
test game_structure::lcgs::parse::tests::test_reserved_keyword_01 ... ignored
test game_structure::lcgs::parse::tests::test_reserved_keyword_02 ... ignored
test game_structure::lcgs::parse::tests::test_reserved_keyword_03 ... ignored
test game_structure::lcgs::parse::tests::test_root_01 ... ignored
test game_structure::lcgs::parse::tests::test_sub_01 ... ignored
test game_structure::lcgs::parse::tests::test_template_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_ternary_01 ... ignored
test game_structure::lcgs::parse::tests::test_ternary_02 ... ignored
test game_structure::lcgs::parse::tests::test_ternary_03 ... ignored
test game_structure::lcgs::parse::tests::test_transition_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_type_range_01 ... ignored
test game_structure::lcgs::parse::tests::test_type_range_02 ... ignored
test game_structure::lcgs::parse::tests::test_type_range_3 ... ignored
test game_structure::lcgs::parse::tests::test_type_range_4 ... ignored
test game_structure::lcgs::parse::tests::test_unary_01 ... ignored
test game_structure::lcgs::parse::tests::test_var_decl_01 ... ignored
test game_structure::lcgs::parse::tests::test_var_decl_02 ... ignored

test result: ok. 0 passed; 0 failed; 212 ignored; 0 measured; 0 filtered out; finished in 0.00s

mexican_standoff_3p_3hp_lcgs_survive_threads/1
                        time:   [20.018 ms 20.297 ms 20.566 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) low mild
mexican_standoff_3p_3hp_lcgs_survive_threads/2
                        time:   [14.778 ms 15.008 ms 15.239 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/3
                        time:   [16.805 ms 17.012 ms 17.209 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/4
                        time:   [13.711 ms 13.856 ms 13.998 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/5
                        time:   [14.592 ms 14.740 ms 14.895 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) high mild
  1 (1.00%) high severe
mexican_standoff_3p_3hp_lcgs_survive_threads/6
                        time:   [16.315 ms 16.432 ms 16.553 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/7
                        time:   [16.247 ms 16.386 ms 16.527 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) low mild
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/8
                        time:   [16.084 ms 16.201 ms 16.319 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/9
                        time:   [14.793 ms 14.900 ms 15.011 ms]
Found 8 outliers among 100 measurements (8.00%)
  1 (1.00%) low mild
  7 (7.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/10
                        time:   [14.855 ms 15.007 ms 15.155 ms]
Found 3 outliers among 100 measurements (3.00%)
  2 (2.00%) low mild
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/11
                        time:   [15.192 ms 15.298 ms 15.408 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/12
                        time:   [16.826 ms 16.940 ms 17.061 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) low mild
  1 (1.00%) high severe
mexican_standoff_3p_3hp_lcgs_survive_threads/13
                        time:   [15.458 ms 15.575 ms 15.693 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/14
                        time:   [16.412 ms 16.555 ms 16.696 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/15
                        time:   [15.379 ms 15.493 ms 15.606 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/16
                        time:   [15.833 ms 15.982 ms 16.132 ms]
Found 4 outliers among 100 measurements (4.00%)
  4 (4.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/17
                        time:   [14.633 ms 14.788 ms 14.953 ms]
Found 7 outliers among 100 measurements (7.00%)
  6 (6.00%) high mild
  1 (1.00%) high severe
mexican_standoff_3p_3hp_lcgs_survive_threads/18
                        time:   [15.209 ms 15.322 ms 15.436 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) low mild
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/19
                        time:   [15.081 ms 15.191 ms 15.301 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/20
                        time:   [15.995 ms 16.165 ms 16.333 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) low mild
mexican_standoff_3p_3hp_lcgs_survive_threads/21
                        time:   [16.090 ms 16.222 ms 16.353 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/22
                        time:   [15.503 ms 15.638 ms 15.770 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/23
                        time:   [15.351 ms 15.507 ms 15.671 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/24
                        time:   [16.682 ms 16.832 ms 16.979 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) low mild
mexican_standoff_3p_3hp_lcgs_survive_threads/25
                        time:   [16.857 ms 17.005 ms 17.150 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/26
                        time:   [17.970 ms 18.072 ms 18.174 ms]
Found 6 outliers among 100 measurements (6.00%)
  5 (5.00%) low mild
  1 (1.00%) high mild
mexican_standoff_3p_3hp_lcgs_survive_threads/27
                        time:   [17.442 ms 17.575 ms 17.707 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/28
                        time:   [16.729 ms 16.893 ms 17.058 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/29
                        time:   [17.505 ms 17.699 ms 17.886 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) low mild
mexican_standoff_3p_3hp_lcgs_survive_threads/30
                        time:   [17.791 ms 17.944 ms 18.089 ms]
Found 7 outliers among 100 measurements (7.00%)
  7 (7.00%) low mild
mexican_standoff_3p_3hp_lcgs_survive_threads/31
                        time:   [17.433 ms 17.589 ms 17.746 ms]
mexican_standoff_3p_3hp_lcgs_survive_threads/32
                        time:   [18.007 ms 18.148 ms 18.286 ms]
Found 5 outliers among 100 measurements (5.00%)
  5 (5.00%) low mild

mexican_standoff_5p_1hp_lcgs_survive_threads/1
                        time:   [162.75 ms 163.28 ms 163.76 ms]
Found 12 outliers among 100 measurements (12.00%)
  5 (5.00%) low severe
  1 (1.00%) low mild
  4 (4.00%) high mild
  2 (2.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/2
                        time:   [124.52 ms 124.98 ms 125.48 ms]
Found 16 outliers among 100 measurements (16.00%)
  12 (12.00%) high mild
  4 (4.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/3
                        time:   [134.34 ms 134.96 ms 135.53 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) low severe
  1 (1.00%) low mild
mexican_standoff_5p_1hp_lcgs_survive_threads/4
                        time:   [89.405 ms 90.260 ms 91.096 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) low mild
mexican_standoff_5p_1hp_lcgs_survive_threads/5
                        time:   [126.96 ms 127.38 ms 127.81 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/6
                        time:   [79.945 ms 80.850 ms 81.822 ms]
Found 3 outliers among 100 measurements (3.00%)
  3 (3.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/7
                        time:   [67.671 ms 68.613 ms 69.571 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/8
                        time:   [78.852 ms 80.172 ms 81.464 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/9
                        time:   [113.71 ms 114.39 ms 115.09 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/10
                        time:   [98.324 ms 98.799 ms 99.288 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/11
                        time:   [100.70 ms 101.24 ms 101.80 ms]
Found 6 outliers among 100 measurements (6.00%)
  1 (1.00%) low mild
  4 (4.00%) high mild
  1 (1.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/12
                        time:   [66.502 ms 67.391 ms 68.231 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) low mild
mexican_standoff_5p_1hp_lcgs_survive_threads/13
                        time:   [82.755 ms 83.269 ms 83.818 ms]
Found 6 outliers among 100 measurements (6.00%)
  1 (1.00%) low mild
  3 (3.00%) high mild
  2 (2.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/14
                        time:   [70.463 ms 71.332 ms 72.196 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/15
                        time:   [101.22 ms 101.78 ms 102.34 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/16
                        time:   [64.141 ms 65.042 ms 65.965 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/17
                        time:   [85.481 ms 85.984 ms 86.481 ms]
Found 3 outliers among 100 measurements (3.00%)
  2 (2.00%) low mild
  1 (1.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/18
                        time:   [85.988 ms 87.076 ms 88.134 ms]
Found 7 outliers among 100 measurements (7.00%)
  6 (6.00%) low mild
  1 (1.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/19
                        time:   [65.173 ms 65.745 ms 66.320 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/20
                        time:   [84.197 ms 84.702 ms 85.248 ms]
Found 4 outliers among 100 measurements (4.00%)
  1 (1.00%) low mild
  2 (2.00%) high mild
  1 (1.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/21
                        time:   [69.191 ms 69.905 ms 70.633 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/22
                        time:   [69.509 ms 70.502 ms 71.474 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/23
                        time:   [69.915 ms 70.392 ms 70.852 ms]
Found 4 outliers among 100 measurements (4.00%)
  1 (1.00%) low severe
  1 (1.00%) low mild
  2 (2.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/24
                        time:   [70.271 ms 71.407 ms 72.533 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/25
                        time:   [76.892 ms 77.358 ms 77.859 ms]
Found 9 outliers among 100 measurements (9.00%)
  1 (1.00%) low mild
  7 (7.00%) high mild
  1 (1.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/26
                        time:   [87.130 ms 87.577 ms 88.045 ms]
Found 3 outliers among 100 measurements (3.00%)
  1 (1.00%) low mild
  2 (2.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/27
                        time:   [87.604 ms 88.174 ms 88.770 ms]
Found 4 outliers among 100 measurements (4.00%)
  1 (1.00%) low mild
  1 (1.00%) high mild
  2 (2.00%) high severe
mexican_standoff_5p_1hp_lcgs_survive_threads/28
                        time:   [73.539 ms 74.325 ms 75.112 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/29
                        time:   [80.644 ms 81.182 ms 81.714 ms]
mexican_standoff_5p_1hp_lcgs_survive_threads/30
                        time:   [80.658 ms 81.194 ms 81.747 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/31
                        time:   [73.357 ms 73.747 ms 74.137 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
mexican_standoff_5p_1hp_lcgs_survive_threads/32
                        time:   [71.457 ms 72.030 ms 72.675 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high severe

ttt1_threads/1          time:   [866.66 ms 867.78 ms 868.94 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
ttt1_threads/2          time:   [524.96 ms 527.08 ms 529.24 ms]
Found 3 outliers among 100 measurements (3.00%)
  3 (3.00%) high mild
ttt1_threads/3          time:   [392.74 ms 394.93 ms 397.11 ms]
ttt1_threads/4          time:   [334.33 ms 337.07 ms 339.86 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) high mild
ttt1_threads/5          time:   [300.50 ms 304.83 ms 309.41 ms]
Found 9 outliers among 100 measurements (9.00%)
  9 (9.00%) high mild
ttt1_threads/6          time:   [279.82 ms 283.16 ms 286.51 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
ttt1_threads/7          time:   [269.75 ms 272.95 ms 276.13 ms]
ttt1_threads/8          time:   [254.94 ms 258.65 ms 262.35 ms]
Found 2 outliers among 100 measurements (2.00%)
  1 (1.00%) low mild
  1 (1.00%) high mild
ttt1_threads/9          time:   [242.30 ms 246.52 ms 250.70 ms]
ttt1_threads/10         time:   [233.07 ms 238.93 ms 245.37 ms]
Found 6 outliers among 100 measurements (6.00%)
  3 (3.00%) high mild
  3 (3.00%) high severe
ttt1_threads/11         time:   [229.84 ms 233.64 ms 237.42 ms]
ttt1_threads/12         time:   [216.09 ms 219.39 ms 222.64 ms]
ttt1_threads/13         time:   [219.68 ms 222.89 ms 226.07 ms]
Found 3 outliers among 100 measurements (3.00%)
  2 (2.00%) low mild
  1 (1.00%) high mild
ttt1_threads/14         time:   [217.95 ms 220.90 ms 223.76 ms]
Found 4 outliers among 100 measurements (4.00%)
  3 (3.00%) low mild
  1 (1.00%) high mild
ttt1_threads/15         time:   [209.96 ms 213.82 ms 217.66 ms]
ttt1_threads/16         time:   [243.27 ms 252.07 ms 260.85 ms]
ttt1_threads/17         time:   [208.77 ms 212.81 ms 216.74 ms]
Found 3 outliers among 100 measurements (3.00%)
  3 (3.00%) low mild
ttt1_threads/18         time:   [205.65 ms 209.97 ms 214.20 ms]
ttt1_threads/19         time:   [256.97 ms 266.00 ms 274.99 ms]
ttt1_threads/20         time:   [192.14 ms 197.29 ms 202.72 ms]
Found 6 outliers among 100 measurements (6.00%)
  5 (5.00%) high mild
  1 (1.00%) high severe
ttt1_threads/21         time:   [204.05 ms 211.16 ms 218.51 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) high mild
ttt1_threads/22         time:   [192.61 ms 196.62 ms 200.83 ms]
Found 3 outliers among 100 measurements (3.00%)
  2 (2.00%) low mild
  1 (1.00%) high severe
ttt1_threads/23         time:   [191.93 ms 195.80 ms 199.58 ms]
Found 6 outliers among 100 measurements (6.00%)
  4 (4.00%) low mild
  2 (2.00%) high mild
ttt1_threads/24         time:   [185.97 ms 190.37 ms 194.90 ms]
Found 3 outliers among 100 measurements (3.00%)
  3 (3.00%) high mild
ttt1_threads/25         time:   [186.55 ms 190.01 ms 193.38 ms]
ttt1_threads/26         time:   [186.89 ms 190.78 ms 194.81 ms]
Found 7 outliers among 100 measurements (7.00%)
  4 (4.00%) low mild
  2 (2.00%) high mild
  1 (1.00%) high severe
ttt1_threads/27         time:   [184.83 ms 188.10 ms 191.32 ms]
ttt1_threads/28         time:   [177.99 ms 181.42 ms 184.74 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) low mild
ttt1_threads/29         time:   [181.70 ms 184.62 ms 187.55 ms]
ttt1_threads/30         time:   [182.15 ms 185.46 ms 188.66 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) low mild
ttt1_threads/31         time:   [183.64 ms 187.48 ms 191.64 ms]
Found 5 outliers among 100 measurements (5.00%)
  1 (1.00%) low mild
  3 (3.00%) high mild
  1 (1.00%) high severe
ttt1_threads/32         time:   [183.89 ms 186.88 ms 189.75 ms]
Found 2 outliers among 100 measurements (2.00%)
  2 (2.00%) low mild

ttt2_threads/1          time:   [752.37 ms 753.26 ms 754.17 ms]
Found 1 outliers among 100 measurements (1.00%)
  1 (1.00%) high mild
ttt2_threads/2          time:   [441.36 ms 442.28 ms 443.22 ms]
Found 4 outliers among 100 measurements (4.00%)
  1 (1.00%) low mild
  3 (3.00%) high mild
ttt2_threads/3          time:   [326.92 ms 328.22 ms 329.51 ms]
ttt2_threads/4          time:   [278.45 ms 279.42 ms 280.40 ms]
Found 2 outliers among 100 measurements (2.00%)
